ID,Text,Label
80221,@mathemagenic saw ur invite for the defense. great going. wont be able to attend .. miles away! am sure it will be a cakewalk ,1
204747,"Have been lent to the 3rd floor, so don't have Twirl installed on this computer  hence the quiet Molecat84 today",0
120623,is a little bit depro today.. ,0
171816,waitin for Kiara... so we can get on the train and go visit ALEXIS!! Northwestern! ,1
174125,OMG they ripped all the labels off of my shampoo!!!! ,0
196320,@_everaldo Entourage *has* a really ugly interface but the app is quite useful. Microsoft did great work here. (Not *a* great work) ,1
130143,woke up from a bad dream  skeletons! waaaaaa,0
65948,"@mooeypoo As observed by others moving faster than you, yes technically, but it's so negligible at walking speed the answer is really no. ",1
58043,@SandiHockeyMom I bet. I've heard she's pretty funny anyway in real life. ,1
31442,@batman_sounds yay! ,1
21248,misses you too.  ,0
143286,did a stupid thing last night... ,0
146930,"#KevinJonas  according to oceanup, its kevin jonas day today! he's amazing ",1
119310,"@therealsavannah Hi Savannah! I totally love your songs! I was wondering are there any new songs coming up? You rock, btw. ",1
201438,is watching angels and demons  &lt;3 for free at http://FreeTheaters.com..,1
178009,@2s He departs  but match is well in control now.,0
191366,oop! saddle ranch is too busy. Off to Jerry's ,1
92873,"thank you @armernathan and i was at the Meche game that night, pretty cool day all around, im sorry about your trip to the K last night ",0
199065,The surprise is almost complete! ,1
102156,Off to an #eduFire class. Bye. ,1
129212,well...i'm two down i think i got three more drawings to go ,1
50647,Having very packed days from tomorrow onwards  Wondering how am I to cope with it. Tired tired tired.,0
130929,"@yogadork You're making me laugh!  I know I'll be paying for a long time - but I thought that the 1st time round, too, and I managed",1
86997,"@areaK I also like St. Pierre, as well as BJ Penn ",1
57468,@lynaeharris Found you through @MrTweet. I play goal but far far away from Canada ,1
66709,man my sleep times are so screwed up ,0
34599,going to get into my warm bed and watch tim roth be amazing on the telly. night tweeps ,1
124873,@eighmee Chelsea match will be amazing!  Too bad we don't have more &quot;elite&quot; clubs visiting Seattle... someday....  ,1
211388,@trickygin oooh sounds like a fun way to spend the time! ,1
83526,schools out but at least he signed my year book =(   and ,1
142669,"@Hevvs you got yours back, and mines being sent away to get fixed tommorow ",0
60461,"@imlikesteel Apparently, it's only in your neck of the woods   It's still ridiculously hot!",0
32891,"i'm still suffering from jet lag! been waking up at twilight the past three mornings: 6am, 3am, 5am. ",0
124612,@boulderservices Ta ,1
10149,"Thru gate, now waiting to board. Off to the land of the Blues Brothers, Al Capone, and deep pan pizza! *yum* ",1
206089,@bustedmemories i am proud of you  all the time x,1
80533,I am so happy that when things seem to be going bad  I have July 10 to look forward too!! NKOTB can't wait!!,0
84603,@Rythine Lol I'm a certified #LOFNOTC. You are too if you're not out and you're on your computer haha. I also have to wake up at 5 am ,0
64863,tooooooo com fome ,0
8497,"Dean reminds me of my elder sister  too bad she is not here anymore...hope you are having a good time up there sis!love you,miss you....",0
10677,"@DanielFielding Didn't think so! Oooh you are very cool ;) I have a few, I collect famous comedians on facebook  x",1
175345,@mileycyrus this is just about the best quote in the world ,1
44647,"@elizabethmarley Only slightly, but I'm biased because I feel Danse Macabre is their best work. ",1
198399,can't wait to see my sister's keeper when it comes out ,1
1809,@astynes Oi... what happened? ,0
61411,change of plans. found my phone.  watching the princess bride.,1
111829,"@JackAllTimeLow i would be your cuddle buddy, except for the fact that i'm in chicago ",0
91432,"@jovanmiles i know, i know.. better late than never tho.  i don't know where it's been all my life, but i'm so head over heels now.",1
173458,buying frequency tickets today....off to shopping city- back later ,1
35030,hey y'all ... follow my wonderfully witty hilarious wisdom spewing husband @timjun (ok well you be the judge).  he just joined twitter ,1
55712,"Sooo, our first game is proving to be a bit ambitious and is taking longer than either of us wants but I suppose we knew that going in ",1
63968,"@Renesmees Well, I think it's good.  Just work with GIMP a little more and I'm sure you'll be ap ro soon enough!  &lt;3",1
46226,@linds4389 yayyyy another follower!! nobody has twitter ,0
98081,Currently fighting with my computers volume adjuster thingy... why does technology hate me so much? ,0
155270,@mbookspan townhome on the water...repeat after me!  ,1
106336,@abcdefgolden on my way ,1
132689,@ETown_Melly I know   I wish U and @crappinsunshine were going too!!!!!!,0
82085,"My son is such a breakfast moocher, no matter what he gets mine always looks better. Unfortunately this doesn't work with vegetables. ",0
84136,"@LSU_Babe1977 sorry, no I wont be going. have fun for me! ",1
165428,@lizziedr No but we're gonna stay in Shang and they're staying there too. Might as well stalk them and ask for a picture. ,1
12375,Nails are pretty I just hate I banged them up. ,0
165306,"Did i tell u that I see myself in the newest profile pic Donnie put up on here??? LOL, u can see my face just above his hat!  LOL ",1
64363,"bad luck happens too much on my side guys, i just told @LeeMcK about this it is not nice ",0
26006,@Mr_Sovereign There's no link as it was played through her limo! ,0
129659,@holytshirt Glad to read it! ,1
36559,@joyrosario hello maternal  you might have missed this last night. x http://bit.ly/27mYe,1
98016,"@sanuzis Let's go 3/3! Banks, auto makers, and now the medical industry... ",0
168006,Asked my great-grandmother to be my matron of honor at the wedding and she accepted! ,1
193860,@SaraS85 A very good morning to you ,1
158,but before that.. gotta do some self study in math.... ,1
166305,"@nickajordan @keithlard geeky type person is said with love, btw ",1
43495,"and @alexalltimelow, after you signed the car tag things by accident you forgot to sign my AP ",0
121374,@antheia haahahahah...my ticket (single) is going nowhere ,1
156939,awesome song by Press play on tape: http://www.youtube.com/watch?v=hLWw1OpDrpI geekyness at it's best ,1
131957,@miss_london yeh he did lol I DONT WANT YOU TO GO!!!!!!! ,0
24874,"@doctorpancreas am mobile, can't read the text in that comin ",0
91372,@msignorile  Weather sucks up here,0
43380,@arnesnielsen Waking at 4:17am doesn't mean you're old; just means you'll need coffee later today ,1
165817,@jenaaaaaaaa grrr why didnt you go todaye? ,0
180986,@torilovesbradie haha well i was a loner at lunch cos my buddies were at squash ahaha ,1
165278,feelin awfully dizzy ,0
136844,@original_cyn We might make an exception and fall for your peacocking. ,1
101738,Just realized how demanding the Ghostbusters theme song is. I don't KNOW who I'm gonna call! I hate being put on the spot. ,0
65482,@DilciaLoomis haha i'm following you my dear ,1
192640,Planting Lilac trees at my bosses- Bartering for a round of golf at the Country Club ,1
72601,@itsgenesis Congrats mama! Can't wait to see it! ,1
98420,@saraharoy omgg. Im soo jealous. They have the cutest stuff. And u cant shop online ,0
78292,"@ericadrozdowski grandpa is in the hospital again, say a prayer for him ",0
144422,@alexjonasojd well maybe they fly in through a window! ,0
203652,Dem dam mystery nuggetts frm mcdonalds got my stomach hurtin .......... ,0
106385,Housing and interior design class ,1
56166,totally gna convince my mom to take me to minisota in 2 weeks ,1
170188,"@ddlovato demi you are coming to peru on May 18 for the concert? I hope you come, I very fan of you ",1
140184,"well, today was okay i just hate the school part now home to do assignments  boringg ahhah eating a muffin tho",0
165308,"ok, maybe somo energy!  good morning weekend twippl",1
159028,And...the pool is shut. No swimming for Emma. ,0
58905,@Cortnee4Christ #gratitude &amp; #love your way ,1
208835,"Ahhhh, tell me why the day has only 24hrs? Wouldn't it be nice without need to sleep??? how many things could be done by the meantime... ",0
153574,You know what's surprisingly hard to find?  A case for an iPod Touch 1G.  One made specifically for the shape of the 1G.  Mine broke.  ,0
194988,is very sad.... Danny Gokey didn't make it to the finals   His goodbye performance actually made me cry!,0
49421,"@themission13 that's a great ide actually.. but the fact is that i can't  wish i could, and the nearest country still far away from here!",0
30088,@EFactor18 Then I might give it a try.. believe it or not.. never seen a Trekkies movie.. I'm more a Star Wars girl ,1
210322,"I'm home!! 11 hours of driving... I drove 8 of them. It's passed midnight, I have to get to my sisters, but thought I would say hi first. ",1
204929,@Sela_ela Haha! That's good to kno Sela... ,1
11613,I'm proud of my best friend  OT varsity!,1
135412,@Torn13 holy shiznee!  thats quite a chunk of time.  the sad thing bout me bein happy is i used to do it all the time last yr.  ,0
205858,@ClintonSkakun lolz  u have many talents broz,1
38491,Work. Work. Work. Work. Work. ,0
149929,"@paulmason10538 Hi, back from hol and this?  but as yer saying, good to get it over and done with. I rather enjoyed the pkg when I got one",0
175316,shopping went well  getting ready now &lt;3,1
153943,"@gemalem Yes, but still we could meet each other  I actually technically live just outside of Manchester!",1
176201,Standing in line to get my new phone but I would much rather be watching the today show  I guess that's what YouTube is for,0
42933,@theitalianjob: funkciÃ¯Â¿Â½kkal szÃ¯Â¿Â½vjak ,1
140313,@chingberry haha but you hav rehearsal at 7pm rite? haha! @untrainedninja okayy i will tell you if the pussies can sing &amp; dance not ,1
97025,exam today  noooooooooooooooooooooo,0
69770,You dha f***in besst!!!  Watchinn The Curious Case of Benjamin Button. Later i gonna listen to Khloe at Dark! You should listen.,1
202941,I forgot my password for twitter. ,0
187377,Is learning that in business u can't have too much pride!  I don't like it,0
9620,@tori456 you are gonna LOVE everything we got you  so much stuff just so you know!  very expensive  but you'll love it!  yay,1
135145,"@tele13online noticias religiosas nooooo!!!, eramos felices ",0
115094,"@rubycadillac its really not that nice! lol some dodgy people live there! ha my friend is one of them, thats y i was there! ",1
147329,world geo and spanish exam today. and then going to taco bell with cassie to study for bio!  happy wednesday,1
205998,10 More days of work.... 15 days till Europe! ,1
96826,"disneyland was kinda boring, because that was the 3rd time in like 2 months. pobre ",0
16649,searching for a new bike luckily me &amp; mummzy r goin out on the town tomoro. ,1
23157,"So restless! Need 2 get some sleep, on a flippin double at work 2morrow ",0
178470,@squishymatter australian cookies that are a better version of a Kit Kat...from what I'm told ,1
79653,@storywriter84 I downloaded and watched the ep AGES ago. It doesn't air down here in Aus  What did you think????????,0
25927,Well Im off for some lunch now.  Hmm I wonder what Ill make. Lots of good stuff to choose from. Later tweeps,1
195906,I love 80's songs now  lml,1
25825,@luckygnahhh are you still greening pics? I want my old one back and my bf apparently doesn't have photoshop anymore. ,0
6009,http://twitpic.com/7ii5c - not the best pic.buuuut hellllo yellllow ice cream truck ,1
114533,@panda_pride That's great news! *hugs* ,1
26761,"@Reema226 Well, fine, I shall quote Resnick &amp; Halliday formulae again, please don't unfollow ",1
87083,@Kevmoolah I just lolled all over the place. And then I took off my fedora. ,0
199334,...I took sleeping pills last night and I'm still all drowsy from 'em ,0
52615,Grabbing coffee from @dunkindonuts then making mom breakfast ,1
63266,Holy shit my twitter wouldn't work for the last hour ,0
166647,"Then, there's you. Goodnight. ",1
112148,"Sold our Layon Mall ZAGG, come to newgate if youre in the area looking for invisbleSHIELDs  ",1
193991,Back from school! Making something to eat ( pasta ) yummi...hope that itÃÂ´ll taste good ..haha..or else I`ll have to call joes pizza ,1
81890,Sick Reading Manga Fox!!!!!!  Tomorrow nalang ulit  ,1
157600,@g33kski11z I'll hold you guys to that! ,1
126929,We're playing a show tonight!!! at harmony sweet yo. in new braunfels. if you know where the fuck that is.  8 bucks!!! 8:15!!,0
186523,@izzzzzyy aha took forever! just got bk  had to stay in a holiday inn last night.. scott couldnt drive bk! :o im so sunburnt izzy!! owww x,0
107014,"Goodluck to &quot;Packed To The Rafters&quot; tonight at the Logies, lets hope they clean up, have fun all at the Logies ",1
104245,Working on my class   paper ,0
59357,@ChownTown  I think the pool bit has the possibility to become an Internet SENSATION!,1
70000,"@ryanqnorth Sail? Power? My housebarge was The Dragon's Treasure, but that was personal to me ",1
88872,@kellymccausey I had fun watching it last night  It was intriguing to say the least ;),1
56730,"Haight Street was fun, though. Very happy with my Abalone gauges.  I missed low tide yesterday, though ",0
152793,"just left her two oldest babies (yes, Madison, I know you aren't a baby) in Nashville...I may have a heart attack on the way home ",0
105427,"META! working @locationscoutny playing w. @twitter, listening to @rejectstv. Need film/tv/music vid locations? http://bit.ly/debbieregan ",1
13292,@tehtinar I had strawberries but I eated them. ,0
11997,@princessekz  hey ya.... ,1
203428,straight opponent rivers a full house ,1
37528,@Music4Food ,0
176796,I'm gonna miss my city and my house ,0
98176,@SNCLC excellent ,1
58603,#bouvierb-day is on trending topics. ahh Happy Birthday Pierre Bouvier ,1
126774,@robosiek I wasn't being mean to anyone ,0
6652,Watching Roseanne...love this show ,1
161615,Anothr wastd day ,0
39572,What a night. I'm gonna miss nashville so much ,0
67906,@daysdifference  What would you call a condition when one constantly smacks into poles?   it hurt jer it really did! not funny.,0
193402,@osmoxis haha.. thanks.  i don't think i'd forget! yun lng ang alam kong kaylangan kong dalin! ) hahahaha..,1
49871,@iambolaji @eventsbycandace thank u both everything went ok was just a bit emotional was 1st mamo &amp; i lost my mom 2 it ,0
12055,"geez, we were just riding the Red Line the other day.  at that point on the tracks, trains would be going full on.  ",0
23392,wants the Arctic sea ice news &amp; analysis satellite back up and operational ,0
123615,"de cand am dat tweet-ul despre carte si pana acum, am mai adunat 2 cazuri ",1
200306,"gained .7 pounds  however, I haven't been able to exercise really well in 12 days.  Going to attempt to start back today as foot seems ok",0
97180,"@skittlelipsmack Aww, haha. Naku vacation is nearly over. ",0
64540,"@SaikOo National, dude, national epic fail day. You seemed unharmed tho, in your leather ",1
160964,"Street teamers! I have arrived at our meetup location, see you soon ",1
109739,bettered my cycle PB tonight but my 333 stank like garbage... not good ,0
142292,"@HayleyyFitch hahahah yaaay!(: and sadly, you're not the first viewer ",0
198458,"good morning tweets! for someone good night/afternoon! a've got news! ( I think bad news). My grandmom'll come to Prague, today! ",0
17868,North carolina baby!! Aint nothin stopping them but the nba draft ,0
131090,Today is going to be a good day! I font know what I'm doing yet but whatever it is it will be awesomeee!  &lt;3 love ya,1
131466,@Osoyb On our birthday i am definatly coming down to regina n we will party it up    cant wait haha ,1
165241,is soo hot. ,0
110411,  and they KEEP on coming!   xox,0
122361,@theruel take me with you. at least for some parts. ,1
163241,"Omg stuffing everything in my head  9.00 exams start, I'm dying.  @anneeee is teaching me  Hahah.",0
95424,productive friday night  i found an old song that i lost all documentation on... SO STOKED,1
140461,@Steffi51290 4 me too  but we have a second chance at the final exams  ok shit.. they will be difficult toooooooooooooooooo ,0
54840,"@kaestl I met FFDP and talked to Ivan. Great guy, but definitely Moody! Heard their new record is going to be radio friendly though. ",0
110038,"@JackAllTimeLow Are you guys gonna' watch the football tonight? NSW Blues vs QLD Maroons... Sadly, like every first game QLD are winning ",0
130208,Why are most of my Twitter pals are at the other side of the planet?!  When Im gettin so energetic to tweet y'all are goin to sleep! ,0
129948,just had her first full meal in the IBM canteen and didn't like it..  http://plurk.com/p/p5mbi,0
67406,@CarolinaDiva09 yea it is suppose to have storms tomorrow ,0
105740, They said school's off. Have to wait til after 1st June ;-(,0
51470,I want to go to P&amp;L SO BADLY YOU HAVE NO IDEA!!!! aaaaahhh. ,0
66178,omggg...saw 3 was SO gross!!! eww... ,0
154421,"@MelissaH27 Oh,this is so sad,we are so poor.. ",0
1343,"@debaoki Draw teen bishounen Wolverine, and horrify them all! ",1
46186,@ak618 no  it's the 1 game in the homestand I'm missing! I'm helping out at a summer camp this week,0
182091,I'm really enjoying this affiliate marketing thing more and more! ,1
50058,Looks like jason is getting a funny vintage motorcycle next weekend. ,1
134981,@rickyhorror Super jealous. Still haven't seen season 2 ,0
174640,The Turkish Grand Prix at Istanbul Park is less than 10 minutes from my home in Istanbul. And I'm in London ,0
117319,@McLovinIsFresh yo yo yo. I lost my copy of Last Dragon.  I'm dying with out Bruce Leroy,0
64564,@BobbyChinnici hahaha maybeeee. Idk yet. Really heavy since I just woke up ,0
57294,I wrote this song..but I need sumbody to make a hot beat for me ,0
141954,"@MistressKatya if you do it on a FFriday, I'll consider it. ",1
86535,@alexrudnick You were in San Francisco and I didn't know about it ,0
115446,I don't know what to do now that there are no asians.  This will take some getting used to! BUT i will always have @marissaxjanae,0
64038,Applying for an apartment ,1
128229,"@southwestboaz - that was me yesterdayyyy, lol tweeted the whooole time; now it's relax day, dnt worry, I'll get yours too! LOL ",1
62534,It rained - yes. But there's no cool breeze or rather any breeze at all. Wht the fack? ,0
26872,"oh, dear, i'd rather not go all the way out to the NC boonies for a cat adoption tomorrow...i hope those kitties can hold it for 2 hours ",0
121733,@selenagomez plain white T's concert?  have fun!,1
95132,"I fixed the problem about me being hungry... had pasta salad, spicy ",1
166835,@trellis36 for like 4 hours! lmao ,0
204767,Heading to the home of @michaelkreagan &amp; @lolsamom for dinner. Northbound I-15 is a parking lot we will be late ,0
129876,dyed my hair back to brown. lol blue was nice so i kept juuust a little bit of it. ,1
1154,"yay, just ordered a new computer! i'll finally have one that works. ",1
108407,"Hello everybody. Finally, I am new user of Twitter.... ",1
113000,is ready to kill her biology professor...and her head really hurts. ,0
191041,@mileycyrus I voted for you!! I hope you win loved the movie!! ,1
132660,@DianaBaldwin Tried to click the link on your profile but it doesnt seem to work ,0
24871,@LJBoldyrev Emailed you. At least try to contact that Roger dude. Info on that link!  He was super fast at replying to my email,1
37302,@Jelly_ im not kissn ass  lets do somethn 4sure.im gonna turn my phone back on 2moro.gnight sis te quiero mucho,0
81915,"@namralkeeg oh  ok so how to I adjust it, i know where it is, do I want the % to be under 100 or over?",0
199535,@joeymcintyre &amp; still lookin good as ever!  I still have (somewhere) the hangin tough VHS tape my parents got me when i begged!,1
154235,@kickassCarly ohh. what a shame. ,0
33705,Coloring sheets at work?! Hellllll yes. Bored text me. ,1
64949,"@rjdennis Ha ha, aw shucks! Have fun , catch you later ",1
150311,@M_a_r_i_e_R  Hope it's not too slippery!!...erm...heee ,1
20988,"you know, you have a real future in Swiss Clocks ",1
39038,@GabeBourland did you dream about spencer? ,1
200779,"Seeing doctors, lawyers and indian chiefs have kept me from twittering as much as I would like to. Too bad this will cont thru next week ",0
173457,@FilthyRotten  ! Feel better. because I say so.,0
60156,Softball season starts today ,1
48287,why cant i have a great english like you have? ,0
98794,not gonna give up 4 @bradiewebbstack  #bradiewebb #bradiewebb #bradiewebb #bradiewebb #bradiewebb #bradiewebb #bradiewebb ILY xx&lt;3,1
203142,"@mileycyrus well, i am sad for you!! ",0
66735,GM is filing bankruptcy? what does this mean for my dad's job? ,0
23562,Just left the library &amp; both books I want 2 read r checked out!  POOIE! ,0
16652,@empireofno Cuties ,1
158552,Getting ready. Missed the sunshine  Not happy,0
30015,Follow @Colin_Taylor a really interesting &amp; interactive guy with a great blog   #FollowFriday #FF,1
149317,my tumblr is really blue at the moment but i don't feel like messing with the colors anymore ,0
60321,"@ukdavew It goes through phases. It was like that a few years ago, and it will cycle back into comics around the fall. Hopefully. ",1
92552,@vanblue2003 Oh.My.God. I want that phone now! LMAO! Hey well my bday is in 17 days so...we never know ,1
133232,"birthday sesh, birthday sesh. &amp; it's kush ",1
170923,My MS Trivia rank is 6... I need a faster mobile which doesn't momentarily hang when sending/receiving/opening/replying sms... ,0
171355,"A poor soul on my floor was diagnosed with Swine flu! 2 months ago, downtown would be evac'ed via choppers, but not even a day off ",0
27139,"Why on earth is love soo freaking hard? why are guys so blind in love? i need a guy to give my a rose, kiss me on the nose!  im pathetic.",0
104928,"@kimberley_marie Bonjour, oh look your sat on the couch next to me.  x",1
201479,@konfigmaster they forgot www.twittermega.com ,1
168154,@perfectpixel i know i got your email .. your update one .. can't wait to see what you making ,1
22130,@mcleodg Yeah. Well apparently the area we are in should be a desert but because we have irrigation and all that jazz we have greenery ,1
167313,had a good day. ,1
34027,"Ulp, I forgot I still had to make my costco run, good thing I remembered, then I can go home ",1
135576,@alyssapromise wow i'm lame... but yeah rum = yuck. I prefer vodka or tequila. ,1
24908,Hi! New here starting to twitter  Yeah A new addict for me...,1
93972,"god, I feel sick  I'm so nervous about the exams...",0
176192,"Had thought that I had recovered from this flu that I had during the week, but woke up this morning and its bck ",0
6067,I can't find any tagalog news articles. ,0
9225,listening to the sounds of sensation live  loved eery second of new years because of it x,1
67991,"ran a 3 mile loop around the river, hiked up pisgah, went for a short swim  thanks friends",1
156170,@juneninth thats what cant get to sleep does to you! mass photo edit today  yawn,0
9695,"Nvm the earphones...i watched wizards of waverly place online..lol, i felt like watching it; thanks to the internet ",1
156569,Blah! Not my most creative day  #squarespace,0
69394,@lukeanderson you made a right Pigs Ear of that didn't you!...  Hurled an Invite for Spymaster at you so i can assissinate you  muhahaha!!,1
18219,dear life. YOU SUCK so bad. sun comes up n im goin down! ugh  fml,0
170126,Lol my sister's bf is driving... And we're  screaming *looks for a bucket*... Ps: I don't wanna go ,0
27485,Allergies + Change in Weather = A Soar Throat.  ,0
171141,@mileycyrus awesome =D voting right now! good luck  ... cant wait to see you in the UK =D its guna be awesomeeee! &lt;3,1
19472,I really need someone  someone text me pleasse,0
97922,W.T.F. Don't read if you feel squeamish about dead kittens.  http://is.gd/QSDR,0
189083,Gonna go to the pub... anyone wanna follow? ,1
141685,"@Royal_Flyness No u never  i need to go though, like tuesday??",0
155713,Home sick AGAIN  tonight I'm recording with jackie to finish it up,0
59620,@FuzzyAgolley if you were in melbourne meeeeeeeeeeee ,0
80836,"I think, I just had my first gastric attack for the new semester. ",0
127792,@askheyshiv you and me too ,0
42388,crasen has quite a temper. but i absolutely adore my bubba! ,1
2470,On my way to church for practice  my wrist hurts really bad idk if imma be able to practice,0
189103,I haven't twittered today; whadd uppp my tweepies. Watching GrandTorino at fuckers house.. Wow. Guess I'm gonna play dumb right now ,0
189983,"@sasatothemax oh that sucks  but at least it's not 39 degrees anymore. I hope you'll get better soon, love.",0
94493,"@AnnieLovesDT thanks!!!  so, what aree youuuu like,  about?",0
28072,"@jimyvr I know...those poor, poor polar bears ",0
33659,@beyoncatweets Okayy! ,1
116112,"Off to Chicago. The Musical, not the city ",0
5437,SO tired :| want to go back to sleeeeeeeeeeeeeeeeeeep ,0
209367,@thisisblaze LOL . shuttup you thing  &amp; yes i did LOVE . punk im mad at you,1
140121,@SongzYuuup For the record @BreeSymone was not the clowner  TSMB is allowed to talk shit...but other bitches get cussed out. K?k!,1
43132,@ItsK8TBitch it is indeed! ,1
161348,@mariqueen What a beautiful photo! So glad Trent has found love &amp; happiness. He certainly deserves it. You seem like a cool chick  X,1
30462,@dannygokey Hey Danny &lt;3 ya!  You were my fave!  I am so sorry I won't get to see you in concert   I have another concert that day.&lt;3Dolly,0
115651,@Courageous_one Very much so.  Setting some goals for the next couple of months in preparation ,1
188588,"yayyy, GLAY on utaban!! Although the appearance was way too short ",0
188626,.. LISTENING TO THE LLAMA SONGGGGGGGGGGG  epic winnnn . &lt;3,1
169328,i'm holding back tears of happiness right now! i want to scrreeeaaammmm!!! ,1
35786,"@garyhills Haha, of course not - thanks for link! Just got ITunes installed on other PC, ready to download ",1
44331,@lgallant Napoleon Dynamite of course ,1
80066,"is looking forward to november, ages away though ",0
55231,"@PinkLightning_ I am going to get skittles now ;D When I was a little person , I used to get them and make a rainbow  I still do now ;)",1
140603,@weeteck do a search on AWARE in twitter. ,1
129629,I havent tweeted in a while...well i just did ,1
39058,WOOHOO Serving beer now lol. What a Job lol. Funeral Today. RIP Lyndsi.   Not lookin forward to it at all,0
93166,@mommywags  I jus saw ur whale wars twit... how sad! ,0
44661,"@bethanyactually, so my sister just handed me a card you sent almost two mos. ago! whoops! it's so cute though, thank you! ",1
28348,@micala Apparently a particularly virulent strep throat is going around. I'm sorry to hear Piggy is sick. ,0
35810,i need followers!!! feeling lonely! ,0
149778,@KENO_theOS yessiiirrr got in yesterday...leaving in a couple hours ,0
17830,@wesupportniley haven't you see it? ohh :O ,0
173725,@bacon_grease I wish I could go! I love mermaid parades  Looks like I wont be back in NY till Sept. but thx for the bag offer,0
193143,I burnt myself inthe bloody sun. I am a terrifying shade of lobster pink in funny little patches.  And on the end of my nose ,0
201974,WOOOOHOOO  Just handed in my final assignment for this semester   Happy Happy Sal ,1
29245,i av the phineas nd ferb theme tune in my head nd it keepz gettin remixed wit sum song frm high skwl musical        wtf?,0
1486,Morning. I have a VERY sore head. It all seemed like such a good idea at the time... ,0
61852,@amandapalmer i just packed my bags for touring. i don't have enough room for things  how do you deal with these problems all the time?!,0
74954,@keisopendoors i dont do much negative talkn... its either postive talk.. or str8 violence..  damn gift and curse! ,0
78552,I'm finally home and so tired :/ plus i have a sun burn it hurts so much  oh well,0
66196,"Haha.  In the year 3000...YouTube, Twitter and Facebook will merge into one site - YouTwitFace ",1
15642,not happy.... no practice tomorrow! ,0
24855,What am I supposed to say when I'm all choked up and you're OK? ,0
11603,Ppl ppl...ubertwitter aint letting upload pics  ....,0
85819,I must know what remix of Britney's Gimme More they use in Britains Got More Talent  Anyone have any idea?,0
17681,getting ready then going to work 11-6. Then hopefully seeing the dream tonight!!!! ,1
199951,"i haven't even started the rationale. i finished my bct, started BOM but my BOM is so boring so far! not happy about it  was yours boring?",0
115584,Cry - Kelly Clarkson &lt;----i love this song i can relate to it ,0
3836,"@corymorton give me a smile, I haven't had one in days ",0
107143,Wishes he had food ,0
39469,"@sunnymonroe305 watching the FA cup is really good , while relaxing in bed with a gorgeous woman ",1
55645,"@fenderlove in reply to CDS. You'll love him, them even more when you've been through all the music vids  I want to see them in concert",1
39943,Renttttt! so excited ,1
99220,"Found Bring on the Men on mah desktop, I remember now, I bought it cause I was addicted to it  MUST GET A KARAOKE VERSION!",1
138671,@Storm_Crow Hey why does @NovaWildstar get huggles and I don't *sulk* ,0
68647,JAIMELEANN215  LIFE IS GOOD SUNSHINE! JUST KEEP SMILING,1
144908,@trvsbrkr ..'cause theres no v.i.p. tickets ,0
92705,crying b/c i'm realizing that my bro is a senior and i won't see him alot next year... no one to depend on ,0
146995,Tummy full of sushi and veg. fried rice. ,1
207329,Housewives of NJ  Good Trashy tv lol,1
124853,Is it tooo late to celebrate donut day?? Please someone let me know.. Ha! ,1
31447,@sarahjanelopez Good job doing Hip Hop Abs! Do you have a Coach? ,1
45214,@Teelou  hehe thats me..and good morning to you metallichick!,1
1820,@MrJackO thanks for ruining my breakfast! No disrespect intended..... Just didn't really work with my cornflakes ,1
6407,For those of you who are able to speak Portuguese - not only the German Msft OSS Lab  is doing great things  Brasilian peers as well! ...,1
57491,@bethie138 urgh  u r wack and deserve a @jonathanrknight lashing!!!!!!!!,0
